MAX_STRM_id,GOT2,NewID,ACAD_CAREER,PROG_STATUS,PROG_ACTION,STATUS_DT,ADMIT_TERM,BEGIN_DT,END_DT,EXP_GRAD_TERM,CAMPUS,SAD_LOAD_DESCR,ACAD_PLAN,ACAD_PROG_DESCR,TRNSCR_DESCR,ACAD_ORG,DISABILITY,NATIONALITY,RACE,SEX,MUET,IELTS,LOAN,SPONSOR,SCHOLAR,TOT_CUMULATIVE,N_FINAL_RSLT_DESCR,N_HONOUR_DESCR,CREDITREQUIRED,CNT_DISC,INFO1,CUMM_UNT_PASSD_NOGPA,TOT_TRNSFR,MAX_TOT_PASSD_GPA,LATEST_CH_PASSD,MAX_STRM,SUM_UNT_PASSD_GPA,Prog_Length(Trimester),T1:CUR_GPA,T1:CUM_GPA,T1:UNT_TAKEN_GPA,T1:UNT_TAKEN_NOGPA,T1:UNT_PASSD_GPA,T1:UNT_PASSD_NOGPA,T1:TOT_PASSD_GPA,T2:CUR_GPA,T2:CUM_GPA,T2:UNT_TAKEN_GPA,T2:UNT_TAKEN_NOGPA,T2:UNT_PASSD_GPA,T2:UNT_PASSD_NOGPA,T2:TOT_PASSD_GPA,T3:CUR_GPA,T3:CUM_GPA,T3:UNT_TAKEN_GPA,T3:UNT_TAKEN_NOGPA,T3:UNT_PASSD_GPA,T3:UNT_PASSD_NOGPA,T3:TOT_PASSD_GPA,T4:CUR_GPA,T4:CUM_GPA,T4:UNT_TAKEN_GPA,T4:UNT_TAKEN_NOGPA,T4:UNT_PASSD_GPA,T4:UNT_PASSD_NOGPA,T4:TOT_PASSD_GPA,T5:CUR_GPA,T5:CUM_GPA,T5:UNT_TAKEN_GPA,T5:UNT_TAKEN_NOGPA,T5:UNT_PASSD_GPA,T5:UNT_PASSD_NOGPA,T5:TOT_PASSD_GPA,T6:CUR_GPA,T6:CUM_GPA,T6:UNT_TAKEN_GPA,T6:UNT_TAKEN_NOGPA,T6:UNT_PASSD_GPA,T6:UNT_PASSD_NOGPA,T6:TOT_PASSD_GPA,T7:CUR_GPA,T7:CUM_GPA,T7:UNT_TAKEN_GPA,T7:UNT_TAKEN_NOGPA,T7:UNT_PASSD_GPA,T7:UNT_PASSD_NOGPA,T7:TOT_PASSD_GPA,T8:CUR_GPA,T8:CUM_GPA,T8:UNT_TAKEN_GPA,T8:UNT_TAKEN_NOGPA,T8:UNT_PASSD_GPA,T8:UNT_PASSD_NOGPA,T8:TOT_PASSD_GPA,T9:CUR_GPA,T9:CUM_GPA,T9:UNT_TAKEN_GPA,T9:UNT_TAKEN_NOGPA,T9:UNT_PASSD_GPA,T9:UNT_PASSD_NOGPA,T9:TOT_PASSD_GPA,T10:CUR_GPA,T10:CUM_GPA,T10:UNT_TAKEN_GPA,T10:UNT_TAKEN_NOGPA,T10:UNT_PASSD_GPA,T10:UNT_PASSD_NOGPA,T10:TOT_PASSD_GPA,T11:CUR_GPA,T11:CUM_GPA,T11:UNT_TAKEN_GPA,T11:UNT_TAKEN_NOGPA,T11:UNT_PASSD_GPA,T11:UNT_PASSD_NOGPA,T11:TOT_PASSD_GPA,T12:CUR_GPA,T12:CUM_GPA,T12:UNT_TAKEN_GPA,T12:UNT_TAKEN_NOGPA,T12:UNT_PASSD_GPA,T12:UNT_PASSD_NOGPA,T12:TOT_PASSD_GPA,T13:CUR_GPA,T13:CUM_GPA,T13:UNT_TAKEN_GPA,T13:UNT_TAKEN_NOGPA,T13:UNT_PASSD_GPA,T13:UNT_PASSD_NOGPA,T13:TOT_PASSD_GPA,T14:CUR_GPA,T14:CUM_GPA,T14:UNT_TAKEN_GPA,T14:UNT_TAKEN_NOGPA,T14:UNT_PASSD_GPA,T14:UNT_PASSD_NOGPA,T14:TOT_PASSD_GPA,T15:CUR_GPA,T15:CUM_GPA,T15:UNT_TAKEN_GPA,T15:UNT_TAKEN_NOGPA,T15:UNT_PASSD_GPA,T15:UNT_PASSD_NOGPA,T15:TOT_PASSD_GPA,T16:CUR_GPA,T16:CUM_GPA,T16:UNT_TAKEN_GPA,T16:UNT_TAKEN_NOGPA,T16:UNT_PASSD_GPA,T16:UNT_PASSD_NOGPA,T16:TOT_PASSD_GPA,T17:CUR_GPA,T17:CUM_GPA,T17:UNT_TAKEN_GPA,T17:UNT_TAKEN_NOGPA,T17:UNT_PASSD_GPA,T17:UNT_PASSD_NOGPA,T17:TOT_PASSD_GPA
7,N,G1010454,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Credit,91,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):C+, Ekonomi Asas(SPM-2013):D, Geografi(SPM-2013):B, Matematik(SPM-2013):D, PENDIDIKAN MORAL(SPM-2013):A-, Pendidikan Seni(SPM-2013):B, Sains(SPM-2013):B+, Sejarah(SPM-2013):B",16,,75,91,1910,75,6,2.61,2.61,15,0,15,0,15,3.03,2.82,15,3,15,3,30,3.5,2.93,6,2,6,2,36,3,2.95,12,3,12,3,48,3.67,3.15,18,0,18,0,66,0,3.15,0,6,0,6,66,3.62,3.2,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N,G1005683,FOUN,CN,WADM,"Monday, 9 December, 2019",1710,"Monday, 3 July, 2017","Sunday, 1 July, 2018",1730,MLAKA,Full-Time,ABF02,Foundation in Business,Foundation in Business,FOB,No disability,Malaysia,CHINESE,M,,,,,,13,PROBATION,Less 2,50,,"Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):B+, Ekonomi Asas(SPM-2013):D, Matematik(SPM-2013):C, Matematik Tambahan(SPM-2013):G, Pengetahuan Moral(SPM-2013):B, Prinsip Akaun(SPM-2013):B+, Sains(SPM-2013):B+, Sejarah(SPM-2013):A-",0,,13,13,1810,13,3,1.23,1.23,18,0,3,0,3,0.69,0.94,21,0,6,0,9,2,1.04,4,0,4,0,13,1,1.13,4,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,N,G1010811,DIPL,CN,WADM,"Thursday, 21 February, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD09,Dip. Electronic Eng.,Diploma in Electronic Engineering,FET,No disability,Malaysia,INDIAN,M,,,,,,25,PROBATION,Pass,93,,"Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):C+, Biologi(SPM-2013):C+, Fizik(SPM-2013):B, Kimia(SPM-2013):E, Matematik(SPM-2013):B+, Matematik Tambahan(SPM-2013):C+, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):B",2,,23,25,1720,23,9,3.15,3.15,19,0,19,0,19,0.53,2,15,2,4,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N,G1003060,DIPL,DM,DISM,"Friday, 16 November, 2018",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,CYBER,Full-Time,DD06,Dip. I.T.,Diploma in Information Technology,FCI,No disability,Malaysia,CHINESE,F,,,,,,31,TERMINATED,Less 2,92,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):D, Biologi(SPM-2013):E, Fizik(SPM-2013):E, Kimia(SPM-2013):G, Matematik(SPM-2013):C, Matematik Tambahan(SPM-2013):G, Pengetahuan Moral(SPM-2013):B, Sejarah(SPM-2013):C+",5,,26,31,1810,26,6,2.64,2.64,15,0,15,0,15,1.48,2.04,16,2,8,2,23,1.7,1.99,6,3,3,3,26,0,1.41,15,2,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1012874,DIPL,CN,WADM,"Monday, 10 December, 2018",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,CYBER,Full-Time,DD06,Dip. I.T.,Diploma in Information Technology,FCI,No disability,Malaysia,MALAY,M,,,,,,0,PROBATION,Less 2,92,,"Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):D, Matematik(SPM-2013):C+, Pendidikan Islam(SPM-2013):C+, Sains(SPM-2013):C+, Sejarah(SPM-2013):C",0,,0,0,1710,0,6,0,0,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1013534,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Distinction,91,,"Bahasa Cina(SPM-2013):A, Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):C+, Biologi(SPM-2013):D, Fizik(SPM-2013):C+, Kimia(SPM-2013):E, Matematik(SPM-2013):A-, Matematik Tambahan(SPM-2013):D, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):C+",16,,75,91,1910,75,6,3.49,3.49,15,0,15,0,15,3.83,3.66,15,3,15,3,30,4,3.72,6,2,6,2,36,3.9,3.76,12,3,12,3,48,3.96,3.82,18,0,18,0,66,0,3.82,0,6,0,6,66,3.91,3.83,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1002148,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD11,Dip. Acc.,Diploma in Accounting,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Distinction,91,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):B, Biologi(SPM-2013):E, Fizik(SPM-2013):C, Kimia(SPM-2013):D, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):C, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):B+",16,,75,91,1910,75,6,3.41,3.41,15,0,15,0,15,3.19,3.3,15,0,15,0,30,3.8,3.38,6,3,6,3,36,3.47,3.41,15,2,15,2,51,3.81,3.5,15,2,15,2,66,0,3.5,0,6,0,6,66,3.89,3.55,9,3,9,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1012751,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD11,Dip. Acc.,Diploma in Accounting,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Distinction,91,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):C+, Bahasa Melayu(SPM-2013):B+, Biologi(SPM-2013):D, Fizik(SPM-2013):C+, Kimia(SPM-2013):E, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):B+, Sejarah(SPM-2013):A-",16,,75,91,1910,75,6,3.84,3.84,15,0,15,0,15,3.81,3.83,15,0,15,0,30,3.9,3.84,6,3,6,3,36,3.85,3.84,15,2,15,2,51,3.97,3.87,15,2,15,2,66,0,3.87,0,6,0,6,66,3.89,3.87,9,3,9,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1006102,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD03,Dip. I.T.,Diploma in Information Technology,FIST,No disability,Malaysia,CHINESE,M,,,,,,92,PASS,Credit,92,,"Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):D, Matematik(SPM-2013):A+, Matematik Tambahan(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):C+, Prinsip Akaun(SPM-2013):B+, Sains(SPM-2013):A-, Sejarah(SPM-2013):C+",16,,76,92,1910,76,6,3.19,3.19,15,0,15,0,15,3.28,3.24,16,2,16,2,31,2.6,3.13,6,3,6,3,37,2.83,3.04,15,2,15,2,52,2.9,3.02,14,0,14,0,66,0,3.02,0,6,0,6,66,3.19,3.04,10,3,10,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1009209,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Credit,91,,"Bahasa Cina(SPM-2013):C+, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):C, Ekonomi Asas(SPM-2013):E, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):C, PENDIDIKAN MORAL(SPM-2013):C, Prinsip Akaun(SPM-2013):C+, Sains(SPM-2013):B+, Sejarah(SPM-2013):C",16,,75,91,1910,75,6,3,3,15,0,15,0,15,3.37,3.19,15,3,15,3,30,3.63,3.26,6,2,6,2,36,3.27,3.26,12,3,12,3,48,3.21,3.25,18,0,18,0,66,0,3.25,0,6,0,6,66,3.71,3.3,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,G1015489,DIPL,CN,WADM,"Monday, 27 July, 2020",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD04,Dip. Bus. Info. Sys.,Diploma in Business Information System,FIST,No disability,Malaysia,MALAY,M,,,,,,19,PROBATION,Less 2,90,,"Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):C+, Biologi(SPM-2013):E, Fizik(SPM-2013):E, Kimia(SPM-2013):E, Matematik(SPM-2013):C, Matematik Tambahan(SPM-2013):G, Pendidikan Islam(SPM-2013):B+, Sejarah(SPM-2013):E",2,,17,19,1820,17,6,1.58,1.58,13,0,6,0,6,0,0.76,14,2,0,2,6,,,,,,,,2.36,1.47,11,0,11,0,17,0,1.17,10,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1010149,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD11,Dip. Acc.,Diploma in Accounting,FOB,No disability,Malaysia,SIKH,F,4,,,,,91,PASS,Pass,91,,"Bahasa Inggeris(SPM-2013):A+, Bahasa Inggeris Khas (1119)(SPM-2013):1A, Bahasa Melayu(SPM-2013):B+, Fizik(SPM-2013):C, Kimia(SPM-2013):C, MUET(MUET):4, Matematik(SPM-2013):B+, Matematik Tambahan(SPM-2013):G, PENDIDIKAN MORAL(SPM-2013):B, Sejarah(SPM-2013):C",16,,75,91,1910,75,6,2.92,2.92,12,0,12,0,12,2.72,2.81,15,0,15,0,27,3.2,2.88,6,3,6,3,33,2.61,2.8,15,2,15,2,48,3.49,2.96,15,2,15,2,63,0,2.96,0,6,0,6,63,2.85,2.94,12,3,12,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1011512,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD03,Dip. I.T.,Diploma in Information Technology,FIST,No disability,Malaysia,INDIAN,F,,,,,,92,PASS,Credit,92,,"Bahasa Inggeris(SPM-2013):A, Bahasa Melayu(SPM-2013):A-, Bahasa Tamil(SPM-2013):A+, Biologi(SPM-2013):C, Fizik(SPM-2013):D, Kesusasteraan Tamil(SPM-2013):A, Kimia(SPM-2013):D, Matematik(SPM-2013):A-, Matematik Tambahan(SPM-2013):C+, PENDIDIKAN MORAL(SPM-2013):A-, Sejarah(SPM-2013):C",16,,76,92,1910,76,6,3.81,3.81,15,0,15,0,15,3.18,3.49,16,2,16,2,31,2.9,3.39,6,3,6,3,37,3.27,3.36,15,2,15,2,52,3.45,3.38,14,0,14,0,66,0,3.38,0,6,0,6,66,3.53,3.4,10,3,10,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,N,G1004036,DIPL,CM,COMP,"Thursday, 16 July, 2020",1710,"Monday, 3 July, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,M,,,,,,91,NO GPA,Pass,91,,"Bahasa Cina(SPM-2013):B, Bahasa Inggeris(SPM-2013):E, Bahasa Melayu(SPM-2013):D, Ekonomi Asas(SPM-2013):G, Matematik(SPM-2013):D, PENDIDIKAN MORAL(SPM-2013):A-, Pendidikan Seni(SPM-2013):C+, Prinsip Akaun(SPM-2013):C, Sains(SPM-2013):C, Sejarah(SPM-2013):C+",16,,75,91,1930,75,6,0.8,0.8,15,0,3,0,3,2.18,1.32,9,3,9,3,12,2.37,1.53,6,2,6,2,18,2.07,1.76,15,3,15,3,33,2.08,1.85,18,0,15,0,48,3.29,2.13,9,0,9,0,57,2.8,2.31,9,2,9,2,66,2.76,2.45,9,0,9,0,75,0,2.45,0,6,0,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1001690,DIPL,CN,WADM,"Monday, 10 December, 2018",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,CYBER,Full-Time,DD06,Dip. I.T.,Diploma in Information Technology,FCI,No disability,Malaysia,INDIAN,M,,,,,,4,PROBATION,Less 2,92,,"Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):D, Ekonomi Asas(SPM-2013):G, Matematik(SPM-2013):B, Others(SPM-2013):C+, PENDIDIKAN MORAL(SPM-2013):B, Prinsip Akaun(SPM-2013):E, Sains(SPM-2013):C, Sejarah(SPM-2013):D",0,,4,4,1710,4,6,1.99,1.99,15,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1009967,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Pass,91,,"Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):B+, Matematik(SPM-2013):C, PENDIDIKAN MORAL(SPM-2013):C+, Pendidikan Seni(SPM-2013):B+, Perdagangan(SPM-2013):B, Sains(SPM-2013):B, Sejarah(SPM-2013):C+",16,,75,91,1910,75,6,2.27,2.27,15,0,15,0,15,2.29,2.28,15,3,15,3,30,3.5,2.48,6,2,6,2,36,2.47,2.48,12,3,12,3,48,2.73,2.55,18,0,18,0,66,0,2.55,0,6,0,6,66,3.27,2.63,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1012663,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,F,,,,,,91,PASS,Credit,91,,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):D, Matematik(SPM-2013):B+, PENDIDIKAN MORAL(SPM-2013):C, Prinsip Akaun(SPM-2013):B+, Sains(SPM-2013):C+, Sejarah(SPM-2013):D",16,,75,91,1910,75,6,2.93,2.93,15,0,15,0,15,3.39,3.16,15,3,15,3,30,3.73,3.26,6,2,6,2,36,3.35,3.28,12,3,12,3,48,3.43,3.32,18,0,18,0,66,0,3.32,0,6,0,6,66,3.49,3.34,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,N,G1006789,DIPL,CN,WADM,"Friday, 29 June, 2018",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,M,,,,,,41,PASS,Credit,91,,"Bahasa Cina(SPM-2013):C+, Bahasa Inggeris(SPM-2013):A-, Bahasa Melayu(SPM-2013):B+, Matematik(SPM-2013):A, Matematik Tambahan(SPM-2013):G, PENDIDIKAN MORAL(SPM-2013):B, Pendidikan Seni(SPM-2013):B, Prinsip Akaun(SPM-2013):A-, Sains(SPM-2013):A, Sejarah(SPM-2013):B",5,,36,41,1730,36,6,3.11,3.11,15,0,15,0,15,3.12,3.11,15,3,15,3,30,3.13,3.12,6,2,6,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,N,G1014844,DIPL,CN,WADM,"Tuesday, 10 December, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,CYBER,Full-Time,DD06,Dip. I.T.,Diploma in Information Technology,FCI,No disability,Malaysia,CHINESE,F,,,,,,44,PROBATION,Pass,92,,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):B, Biologi(SPM-2013):C, Fizik(SPM-2013):D, Kimia(SPM-2013):D, Matematik(SPM-2013):B, Matematik Tambahan(SPM-2013):E, PENDIDIKAN MORAL(SPM-2013):A-, Sejarah(SPM-2013):B",7,,37,44,1810,37,6,3.47,3.47,15,0,15,0,15,3.12,3.29,16,2,16,2,31,2.37,3.14,6,3,6,3,37,0.27,2.31,15,2,0,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1001643,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,BUMIPUTERA,M,,,,,,91,PASS,Pass,91,,"Bahasa Inggeris(SPM-2013):B, Bahasa Melayu(SPM-2013):A-, Biologi(SPM-2013):D, Fizik(SPM-2013):D, Kimia(SPM-2013):E, Matematik(SPM-2013):C, Matematik Tambahan(SPM-2013):G, Pengetahuan Agama Islam(SPM-2013):A-, Sejarah(SPM-2013):B+",16,,75,91,1910,75,6,2.21,2.21,15,0,15,0,15,2.65,2.43,15,3,15,3,30,3.33,2.58,6,2,6,2,36,2.4,2.54,12,3,12,3,48,2.9,2.64,18,0,18,0,66,0,2.64,0,6,0,6,66,3.38,2.73,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1004088,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,CHINESE,M,,,,,,91,PASS,Credit,91,,"Bahasa Cina(SPM-2013):C+, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):C+, Ekonomi Asas(SPM-2013):C, Matematik(SPM-2013):B+, PENDIDIKAN MORAL(SPM-2013):B+, Pendidikan Seni(SPM-2013):C+, Prinsip Akaun(SPM-2013):B+, Sains(SPM-2013):B+, Sejarah(SPM-2013):B",16,,75,91,1910,75,6,2.67,2.67,15,0,15,0,15,2.92,2.79,15,3,15,3,30,3.7,2.94,6,2,6,2,36,2.92,2.94,12,3,12,3,48,3.32,3.04,18,0,18,0,66,0,3.04,0,6,0,6,66,3.82,3.14,9,2,9,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1010066,DIPL,CM,COMP,"Thursday, 14 November, 2019",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD11,Dip. Acc.,Diploma in Accounting,FOB,No disability,Malaysia,CHINESE,F,2,,,,,91,PASS,Distinction,91,,"Bahasa China / Chinese Language(UEC):B4, Bahasa Inggeris / English Language(UEC):C7, Bahasa Malaysia / Malaysia Language(UEC):C8, Geografi / Geography(UEC):C7, MUET(MUET):2, Matematik / Mathematics(UEC):B3, Matematik Tambahan / Advanced Mathematics(UEC):C7, Pengajian Perniagaan  / Business Studies(UEC):B6, Sejarah / History(UEC):B3, Simpan Kira dan Akaun / Book-keeping and Accounts(UEC):C7",16,,75,91,1910,75,6,3.44,3.44,15,0,15,0,15,3.83,3.63,15,0,15,0,30,4,3.69,6,3,6,3,36,3.88,3.75,15,2,15,2,51,4,3.81,15,2,15,2,66,0,3.81,0,6,0,6,66,4,3.83,9,3,9,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,N,G1003002,DIPL,CN,WADM,"Thursday, 2 September, 2021",1710,"Monday, 3 July, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,DD12,Dip. Bus. Admin.,Diploma in Business Administration,FOB,No disability,Malaysia,MALAY,M,,,,,,3,TERMINATED - REINSTATED,Less 2,91,,"Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):C, Matematik(SPM-2013):E, Pendidikan Islam(SPM-2013):C, Pendidikan Seni(SPM-2013):C+, Sains(SPM-2013):C, Sejarah(SPM-2013):C",3,,0,3,1910,0,6,0.47,0.47,15,0,0,0,0,,,,,,,,0,0.39,3,0,0,0,0,,,,,,,,0,0.29,6,3,0,3,0,,,,,,,,0.84,0.33,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
